authors,title,abstract,publication_year,doi,url
"Siva Reddy and
Mirella Lapata and
Mark Steedman",Large-scale Semantic Parsing without Question-Answer Pairs,,2014,,https://tacl2013.cs.columbia.edu/ojs/index.php/tacl/article/view/398
"Hong Sun and
Furu Wei and
Ming Zhou","Answer Extraction with Multiple Extraction Engines for Web-Based Question
Answering",,2014,https://doi.org/10.1007/978-3-662-45924-9\_29,https://doi.org/10.1007/978-3-662-45924-9\_29
"Elena Cabrio and
Julien Cojan and
Fabien Gandon","Mind the Cultural Gap: Bridging Language-Specific DBpedia Chapters
for Question Answering",,2014,https://doi.org/10.1007/978-3-662-43585-4\_9,https://doi.org/10.1007/978-3-662-43585-4\_9
"Liqiang Nie and
Meng Wang and
Yue Gao and
Zheng{-}Jun Zha and
Tat{-}Seng Chua",Beyond Text {QA:} Multimedia Answer Generation by Harvesting Web Information,,2013,https://doi.org/10.1109/TMM.2012.2229971,https://doi.org/10.1109/TMM.2012.2229971
"Elena Cabrio and
Philipp Cimiano and
Vanessa L{\'{o}}pez and
Axel{-}Cyrille Ngonga Ngomo and
Christina Unger and
Sebastian Walter",{QALD-3:} Multilingual Question Answering over Linked Data,,2013,,http://ceur-ws.org/Vol-1179/CLEF2013wn-QALD3-CabrioEt2013.pdf
"Philipp Cimiano and
Vanessa L{\'{o}}pez and
Christina Unger and
Elena Cabrio and
Axel{-}Cyrille Ngonga Ngomo and
Sebastian Walter",Multilingual Question Answering over Linked Data {(QALD-3):} Lab Overview,,2013,https://doi.org/10.1007/978-3-642-40802-1\_30,https://doi.org/10.1007/978-3-642-40802-1\_30
"Julien Cojan and
Elena Cabrio and
Fabien Gandon","Filling the gaps among DBpedia multilingual chapters for question
answering",,2013,https://doi.org/10.1145/2464464.2464500,https://doi.org/10.1145/2464464.2464500
"Matthias Wendt and
Martin Gerlach and
Holger D{\""{u}}wiger",Linguistic Modeling of Linked Open Data for Question Answering,,2012,https://doi.org/10.1007/978-3-662-46641-4\_8,https://doi.org/10.1007/978-3-662-46641-4\_8
"Matthias Wendt and
Martin Gerlach and
Holger D{\""{u}}wiger",Linguistic Modeling of Linked Open Data for Question Answering,,2012,,http://ceur-ws.org/Vol-913/06\_ILD2012.pdf
"Mihai Surdeanu and
Massimiliano Ciaramita and
Hugo Zaragoza",Learning to Rank Answers to Non-Factoid Questions from Web Collections,,2011,https://doi.org/10.1162/COLI\_a\_00051,https://doi.org/10.1162/COLI\_a\_00051
"{\'{O}}scar Ferr{\'{a}}ndez and
Christian Spurk and
Milen Kouylekov and
Iustin Dornescu and
Sergio Ferr{\'{a}}ndez and
Matteo Negri and
Rub{\'{e}}n Izquierdo and
David Tom{\'{a}}s and
Constantin Orasan and
Guenter Neumann and
Bernardo Magnini and
Jos{\'{e}} Luis Vicedo Gonz{\'{a}}lez","The {QALL-ME} Framework: {A} specifiable-domain multilingual Question
Answering architecture",,2011,https://doi.org/10.1016/j.websem.2011.01.002,https://doi.org/10.1016/j.websem.2011.01.002
"Mar{\'{\i}}a{-}Dolores Olvera{-}Lobo and
Juncal Guti{\'{e}}rrez{-}Artacho","Multilingual Question-Answering System in Biomedical Domain on the
Web: An Evaluation",,2011,https://doi.org/10.1007/978-3-642-23708-9\_10,https://doi.org/10.1007/978-3-642-23708-9\_10
"Guangda Li and
Haojie Li and
Zhaoyan Ming and
Richang Hong and
Sheng Tang and
Tat{-}Seng Chua",Question Answering over Community-Contributed Web Videos,,2010,https://doi.org/10.1109/MMUL.2010.47,https://doi.org/10.1109/MMUL.2010.47
Matthew W. Bilotti,"Linguistic and semantic passage retrieval strategies for question
answering",,2010,https://doi.org/10.1145/1924475.1924495,https://doi.org/10.1145/1924475.1924495
"Matthew W. Bilotti and
Jonathan L. Elsas and
Jaime G. Carbonell and
Eric Nyberg","Rank learning for factoid question answering with linguistic and semantic
constraints",,2010,https://doi.org/10.1145/1871437.1871498,https://doi.org/10.1145/1871437.1871498
Andrea Andrenucci,"Creating a Bilingual Psychology Lexicon for Cross Lingual Question
Answering - {A} Follow up Study",,2010,,
"Tat{-}Seng Chua and
Richang Hong and
Guangda Li and
Jinhui Tang","From text question-answering to multimedia {QA} on web-scale media
resources",,2009,https://doi.org/10.1145/1631058.1631069,https://doi.org/10.1145/1631058.1631069
"Elena Cabrio and
Milen Kouylekov and
Bernardo Magnini and
Matteo Negri and
Laura Hasler and
Constantin Orasan and
David Tom{\'{a}}s and
Jos{\'{e}} Luis Vicedo Gonz{\'{a}}lez and
Guenter Neumann and
Corinna Weber","The {QALL-ME} Benchmark: a Multilingual Resource of Annotated Spoken
Requests for Question Answering",,2008,,http://www.lrec-conf.org/proceedings/lrec2008/summaries/628.html
"Rahmad Mahendra and
Septina Dian Larasati and
Ruli Manurung","Extending an Indonesian Semantic Analysis-based Question Answering
System with Linguistic and World Knowledge Axioms",,2008,,https://aclanthology.org/Y08-1026/
"Tatsunori Mori and
Kousuke Takahashi","A Method of Cross-Lingual Question-Answering Based on Machine Translation
and Noun Phrase Translation using Web documents - Yokohama National
University at {NTCIR-6} {CLQA}",,2007,,http://research.nii.ac.jp/ntcir/workshop/OnlineProceedings6/NTCIR/34.pdf
"Rita M. Aceves{-}P{\'{e}}rez and
Manuel Montes{-}y{-}G{\'{o}}mez and
Luis Villase{\~{n}}or Pineda",Graph-Based Answer Fusion in Multilingual Question Answering,,2007,https://doi.org/10.1007/978-3-540-74628-7\_80,https://doi.org/10.1007/978-3-540-74628-7\_80
"Rawia Awadallah and
Andreas Rauber","Web-Based Multiple Choice Question Answering for English and Arabic
Questions",,2006,https://doi.org/10.1007/11735106\_54,https://doi.org/10.1007/11735106\_54
"Borja Navarro and
Lorenza Moreno and
Sonia V{\'{a}}zquez and
Fernando Llopis and
Andr{\'{e}}s Montoyo and
Miguel Angel Var{\'{o}}","Improving Interaction with the User in Cross-Language Question Answering
through Relevant Domains and Syntactic Semantic Patterns",,2004,,http://ceur-ws.org/Vol-1170/CLEF2004wn-iCLEF-NavarroEt2004.pdf
"Borja Navarro and
Lorenza Moreno and
Sonia V{\'{a}}zquez and
Fernando Llopis and
Andr{\'{e}}s Montoyo and
Miguel Angel Var{\'{o}}","Improving Interaction with the User in Cross-Language Question Answering
Through Relevant Domains and Syntactic Semantic Patterns",,2004,https://doi.org/10.1007/11519645\_34,https://doi.org/10.1007/11519645\_34
"Hristo Tanev and
Milen Kouylekov and
Bernardo Magnini","Combining Linguistic Processing and Web Mining for Question Answering:
ITC-irst at {TREC} 2004",,2004,,http://trec.nist.gov/pubs/trec13/papers/itc-irst-tanev.web.qa.pdf
"Jochen L. Leidner and
Tiphaine Dalmas and
Bonnie L. Webber and
Johan Bos and
Claire Grover","Automatic Multi-Layer Corpus Annotation for Evaluation Question Answering
Methods: CBC4Kids",,2003,,https://aclanthology.org/W03-2406/
"Charles L. A. Clarke and
Gordon V. Cormack and
Thomas R. Lynam and
C. M. Li and
G. L. McLearn","Web Reinforced Question Answering (MultiTest Experiments for {TREC}
2001)",,2001,,http://trec.nist.gov/pubs/trec10/papers/mtA.pdf
"Kui{-}Lam Kwok and
Laszlo Grunfeld and
Norbert Dinstl and
M. Chan","{TREC2001} Question-Answer, Web and Cross Language Experiments using
{PIRCS}",,2001,,http://trec.nist.gov/pubs/trec10/papers/queenst2001.pdf
"Kui{-}Lam Kwok and
Laszlo Grunfeld and
Norbert Dinstl and
M. Chan","{TREC-9} Cross Language, Web and Question-Answering Track Experiments
using {PIRCS}",,2000,,http://trec.nist.gov/pubs/trec9/papers/pircst9.pdf
"Michael G. Main and
David B. Benson","Denotational Semantics for ""Natural"" Language Question-Answering Programs",,1983,,
